gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj_native,padj
SQSTM1,10844.503166566798,0.1003652228934896,0.13285766993409917,0.7554341645708023,0.44998852050540317,0.5441215483741272,0.5441215483741272
IGSF6,4644.95978718161,-1.1427893125578241,0.2389847966398757,-4.781849425676581,1.7368976428925938e-06,1.694534285748872e-05,1.694534285748872e-05
TBC1D1,37405.44275006273,0.9224689044489301,0.20043572366899268,4.602317828194793,4.178149660699391e-06,3.410734416897462e-05,3.410734416897462e-05
FAM172A,38174.25327170089,-0.19383814402208138,0.07210195407539227,-2.6883896075742633,0.007179757108253375,0.017837905859014597,0.017837905859014597
RPL36A,6087.022076802413,-0.4445225861393585,0.22903243424131958,-1.9408717704628164,0.05227383287514626,0.09556459392165678,0.09556459392165678
FNDC3A,37438.406245545724,0.2903849909703343,0.0809735085238001,3.5861727651949655,0.00033556668768752843,0.0014040447183578594,0.0014040447183578597
TTC39C,36043.08246075901,-0.01648525547556176,0.14608575044763328,-0.11284643043587717,0.910152307248792,0.9301505439435791,0.930150543943579
CCNI,13652.98700271702,-0.2039970153638595,0.11332627363252827,-1.8000857949793723,0.071847092217451,0.12416133686816958,0.12416133686816958
RHOH,29546.3730525693,0.024346406486343054,0.14608465827087014,0.16665957106323892,0.8676379181658904,0.9017069930897569,0.901706993089757
IQGAP1,34921.60787803665,-0.16152519157411696,0.11548222381668559,-1.3987017762189888,0.16190243137323324,0.23985545388627144,0.23985545388627147
DMXL2,37017.096765319904,-0.09031722373337502,0.309579116981639,-0.2917419773463974,0.7704839113988611,0.8266994757498509,0.8266994757498509
SAMD4A,36568.01399756802,0.963293287229774,0.44466584652788876,2.166330728459393,0.03028592319914475,0.060815106825591866,0.06081510682559186
TMEM50A,5539.115865095565,0.3225753440939072,0.08004941198913858,4.029702855752088,5.5847403497937146e-05,0.0003138805743745837,0.0003138805743745837
TTC17,37231.130356689195,0.010364072278094038,0.06086420585864879,0.17028189445474057,0.8647884494453093,0.8994159640616841,0.8994159640616841
SBF2,38089.00328978218,-0.16974695333276807,0.15127422472846583,-1.1221141846038902,0.2618138935507204,0.3528489131411326,0.3528489131411326
SLC38A1,35032.15240413177,-0.0057768791818894214,0.12252604052842093,-0.047148174844917366,0.9623951320297468,0.9696676393246819,0.9696676393246819
DYRK1A,37947.15360932547,0.051427174464966224,0.05994689256798008,0.8578789035085937,0.39095933448593423,0.4817736715784771,0.48177367157847717
PARP12,31854.756031553465,0.9047547637295776,0.27210703019031923,3.3249959146471406,0.0008841983064048921,0.003217880114017413,0.0032178801140174134
AAK1,36962.5858755046,-0.27583094441617356,0.1588432843225239,-1.7364973633767962,0.08247593016593904,0.13857550729169713,0.13857550729169713
FAM107B,33705.60885163824,0.15798362472460278,0.10753236240502584,1.469172825661077,0.14178591890757067,0.2167980411430744,0.21679804114307444
LDHA,5064.687619826572,0.3762643605736135,0.14260020288105132,2.638596250017057,0.008325006429572544,0.020230878322169,0.020230878322168997
VOPP1,34834.76822936226,0.015184972676181257,0.12565901764125076,0.12084268173680521,0.903815642666498,0.925566454343572,0.925566454343572
IFI35,7237.412064325229,0.9960152303676499,0.2986107046446382,3.335497404732889,0.0008514694860857724,0.003130402522374163,0.0031304025223741635
TC2N,36221.949449467145,-0.4605380642196315,0.27328178105500955,-1.685213198046776,0.09194744560250036,0.15172845808993457,0.15172845808993457
UBAC2,33747.76317130554,-0.2770076908974718,0.08328269231688741,-3.326113544017865,0.0008806604637219564,0.003217880114017413,0.0032178801140174134
CD164,14653.89133176661,0.5935903674510387,0.1509564476064036,3.9321961854768666,8.417332606087232e-05,0.0004501247382934349,0.0004501247382934349
MOB1A,13856.899575298341,0.06880240460316715,0.14244978942483177,0.4829940772883554,0.6290999415815846,0.7136698146132553,0.7136698146132553
ZFP36L2,13352.397307114492,-0.5976392191667349,0.16137690382422434,-3.7033751733004996,0.0002127498883300135,0.0009540353736771905,0.0009540353736771906
ZEB1,36462.71442831718,-0.2400084849537829,0.18391764815766234,-1.3049780016110093,0.19190033861886246,0.2729077912465454,0.2729077912465454
TXNIP,26081.946847937124,-0.18238705384694512,0.13352709980116972,-1.3659178857215575,0.17196473822551384,0.25104341346790343,0.2510434134679034
ANKRD17,36245.92990185651,0.007869258966306568,0.0334453776043704,0.23528689253842572,0.8139860678334716,0.8597817789361383,0.8597817789361384
GSTP1,1669.6437706235045,-0.08423317640696336,0.18610799535373024,-0.4526037489515898,0.6508340987528637,0.732724229112067,0.732724229112067
LCP2,34139.09690079587,-0.25150351685431477,0.0838244766718688,-3.0003589266512942,0.0026966163585377735,0.007760047074928844,0.007760047074928844
