section_id,program_symbol,ensembl_ids,status
CID4535,TRIM26,ENSG00000234127,UNAMBIGUOUS
CID4535,TXNIP,ENSG00000265972,UNAMBIGUOUS
CID4535,UBE2L6,ENSG00000156587,UNAMBIGUOUS
CID4535,UPP1,ENSG00000183696,UNAMBIGUOUS
CID4535,USP18,ENSG00000184979,UNAMBIGUOUS
CID4535,VAMP5,ENSG00000168899,UNAMBIGUOUS
CID4535,VAMP8,ENSG00000118640,UNAMBIGUOUS
CID4535,VCAM1,ENSG00000162692,UNAMBIGUOUS
CID4535,WARS1,,MISSING
CID4535,XAF1,ENSG00000132530,UNAMBIGUOUS
CID4535,XCL1,ENSG00000143184,UNAMBIGUOUS
CID4535,ZBP1,ENSG00000124256,UNAMBIGUOUS
CID4535,ZNFX1,ENSG00000124201,UNAMBIGUOUS
