gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj_native,padj
TRADD,204.3265684526321,1.32375381077727,0.0844675515549745,15.671743603408732,2.360148851064791e-55,5.244775224588423e-54,5.244775224588423e-54
CD46,50.07650219822673,0.1904161616009718,0.1314272877459402,1.4488327718446257,0.1473842893131597,0.2035694603772925,0.2035694603772925
PRPF4B,50.73448781673528,-0.2214428251597624,0.1569341369070959,-1.4110558067481216,0.1582281594450173,0.2166025454415021,0.2166025454415021
UXT,235.60704649281504,-0.0938642680289309,0.0919415101520016,-1.0209128376698464,0.3072957363334304,0.3779775354654741,0.3779775354654741
TUBB,153.60474603329976,-0.5948518058227876,0.1040303439931237,-5.7180605483925575,1.0774675240354366e-08,3.6524322848658873e-08,3.6524322848658873e-08
MCOLN2,15.996061077957082,1.7853098410512127,0.2600181886774945,6.866095984021973,6.598268705495406e-12,2.926061510197519e-11,2.926061510197519e-11
RNF7,223.37024660101685,-0.6852047295062382,0.0803463178123306,-8.528141029520592,1.4871817027836702e-17,8.498181158763827e-17,8.498181158763827e-17
DHX15,43.30512453820094,0.0534266623532637,0.1330872343544175,0.4014409241609605,0.688095524252033,0.7347522949834843,0.7347522949834843
DGKA,8.124652345958832,-0.1550285378053552,0.2926994809778904,-0.5296508804437055,0.5963540101426321,0.6517530165493248,0.6517530165493247
SFSWAP,19.02880732449381,-0.1442413269135736,0.186227772979985,-0.7745425110629233,0.4386100389705336,0.5037478086772329,0.503747808677233
PDCD6IP,55.66550999478135,-0.8077596261268217,0.1247390379136518,-6.475596089541572,9.443836444117564e-11,3.846776555648701e-10,3.846776555648701e-10
CRADD,10.97446279051092,-0.2664066481673249,0.2456388718764108,-1.0845459683651495,0.278122796902725,0.3483065709489355,0.3483065709489354
SYNGR2,170.48407839125716,0.0108147071223203,0.0803921639690302,0.1345243937765691,0.8929879229587077,0.914478159711938,0.9144781597119382
